g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P03490,HECTD4,620209,26611,C12ORF51; FLJ34154; KIAA0614,"HECTD4-related neurodevelopmental disorder with seizures, hypotonia, spasticity, and agenesis of the corpus callosum",620250,,biallelic_autosomal,,moderate,decreased gene product level,missense_variant; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,36401616,DD,,2025-01-16 23:07:47+00:00
G2P03491,UBE3C,614454,16803,KIAA0010; KIAA10,UBE3C-related neurodevelopmental disorder with absent speech and movement and behavioural abnormalities,,,biallelic_autosomal,,limited,absent gene product,frameshift_variant_NMD_triggering,undetermined,inferred,,,36401616,DD,Part of contiguous genomic interval deletion,2023-12-18 12:53:23+00:00
G2P03492,MRTFB,609463,29819,MKL2,MRTFB-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_autosomal,typically de novo,limited,altered gene product structure,missense_variant,gain of function,inferred,,,37013900,DD,,2025-03-14 11:52:51+00:00
G2P03493,ANGPT2,601922,485,ANG2,ANGPT2-related non-immune hydrops fetalis,,,biallelic_autosomal,,limited,decreased gene product level,frameshift_variant_NMD_triggering,loss of function,evidence,34876502 -> function: protein expression,,34876502,DD,,2025-03-05 14:34:14+00:00
G2P03494,WNT7B,601967,12787,,WNT7B-related PDAC syndrome,,,biallelic_autosomal,,moderate,decreased gene product level; absent gene product; altered gene product structure,missense_variant; stop_gained_NMD_triggering,undetermined,inferred,,,35790350,DD,,2023-12-18 13:03:38+00:00
G2P03495,CBX1,604511,1551,CBX; HP1-BETA; HP1BETA; HP1HS-BETA; M31; MOD1,CBX1-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_autosomal,typically de novo,moderate,altered gene product structure,missense_variant,dominant negative,evidence,"37087635 -> function: protein expression, biochemical, protein interaction; functional_alteration: patient cells; models: non-human model organism",,37087635,DD,,2025-03-06 14:20:17+00:00
G2P03496,PSMC3,186852,9549,RPT5; TBP-1; TBP1,PSMC3-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_autosomal,typically de novo; restricted mutation set,moderate,altered gene product structure,missense_variant,undetermined,inferred,,,37256937,DD,,2023-12-18 13:11:11+00:00
G2P03498,ESAM,614281,17474,W117M,"ESAM-related neurodevelopmental disorder with intracranial hemorrhage, seizures, and spasticity",620371,MONDO:0957267,biallelic_autosomal,,moderate,absent gene product; altered gene product structure,stop_gained; splice_donor_variant; frameshift_variant_NMD_triggering,loss of function,evidence,36996813 -> function: protein expression; functional_alteration: patient cells; models: cell culture model,HP:0025326; HP:0006956; HP:0001999; HP:0002553; HP:0001257; HP:0001263; HP:0002705; HP:0012811; HP:0000341; HP:0001249; HP:0012447; HP:0000252; HP:0001250; HP:0000582; HP:0002170; HP:0033725; HP:0002514; HP:0000414; HP:0001252; HP:0000308; HP:0000238; HP:0000750; HP:0000527,36996813,DD,,2025-02-27 11:49:00+00:00
G2P03499,MYH8,160741,7578,MYHC-PERI; MYHC-PN,MYH8-related Trismus-pseudocamptodactyly syndrome,,,monoallelic_autosomal,potential secondary finding; restricted mutation set,strong,absent gene product; altered gene product structure,missense_variant,loss of function,inferred,,HP:0004322; HP:0002827; HP:0001762; HP:0001765; HP:0001840; HP:0000324; HP:0002002; HP:0000347; HP:0000508; HP:0000256; HP:0010621; HP:0002015; HP:0000006; HP:0000211; HP:0011968,20949528; 17041932; 18049072,DD; Skin,MONDO:0008016; Only variant reported (p.Arg674Gln),2024-02-15 12:41:09+00:00
G2P03500,CNOT2,604909,7878,CDC36; NOT2; NOT2H,CNOT2-related neurodevelopmental disorder with hypotonia,618608,,monoallelic_autosomal,typically de novo,strong,decreased gene product level; altered gene product structure,missense_variant; stop_lost; stop_gained_NMD_triggering,loss of function,inferred,,,36224108; 31512373; 31145527; 21299754,DD,,2025-03-05 12:47:20+00:00
G2P03501,CNOT9,612054,10445,RQCD1,CNOT9-related developmental disorder with seizures,,,monoallelic_autosomal,typically de novo; restricted mutation set,moderate,altered gene product structure,missense_variant,loss of function,evidence,30309886 -> function: biochemical,,37092538; 30309886,DD,,2025-03-04 11:28:38+00:00
G2P03502,FDXR,103270,3642,ADR; ADXR; AR,FDXR-related optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome,617717,MONDO:0034092,biallelic_autosomal,potential secondary finding,strong,altered gene product structure,missense_variant; frameshift_variant_NMD_triggering,loss of function,evidence,"28965846 -> functional_alteration: patient cells, non patient cells; rescue: non-human model organism & 30250212 -> models: non-human model organism & 32499495 -> function: biochemical; functional_alteration: patient cells; models: non-human model organism",,28965846; 30250212; 32499495; 33938912,DD,,2025-03-06 13:40:51+00:00
G2P03503,FILIP1,607307,21015,FILIP; KIAA1275,FILIP1-related arthrogryposis multiplex congenita with microcephaly,620775,,biallelic_autosomal,,moderate,absent gene product,stop_gained_NMD_triggering,loss of function,inferred,,,36943452,DD,,2025-03-03 14:54:59+00:00
G2P03504,AMFR,603243,463,GP78; RNF45,AMFR-related spastic paraplegia with or without neurodevelopmental delay,620379,,biallelic_autosomal,,moderate,decreased gene product level; absent gene product,frameshift_variant_NMD_escaping; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,loss of function,evidence,"37119330 -> function: biochemical; functional_alteration: patient cells, non patient cells; models: non-human model organism",,37119330,DD,,2025-03-05 14:39:45+00:00
G2P03505,DHX9,603115,2750,DDX9; LKP; RHA,DHX9-related neurodevelopmental disorder and Charcot-Marie-Tooth disease,,MONDO:0975838,monoallelic_autosomal,,moderate,decreased gene product level; absent gene product; altered gene product structure,splice_region_variant; stop_gained; missense_variant; frameshift_variant,loss of function,evidence,"37467750 -> function: protein expression, biochemical; functional_alteration: non patient cells, patient cells; models: non-human model organism",,37467750,DD,,2025-03-04 10:40:34+00:00
G2P03506,TBC1D32,615867,21485,BA57L9.1; BROMI; C6ORF170; C6ORF171; DJ310J6.1; FLJ30899; FLJ34235,TBC1D32-related ciliopathy,,,biallelic_autosomal,,moderate,absent gene product; altered gene product structure,splice_region_variant; missense_variant; frameshift_variant,loss of function,inferred,,,36826837; 24285566; 32573025; 32060556; 31585110,DD,,2025-02-27 15:19:07+00:00
G2P03507,MTFMT,611766,29666,FMT1,MTFMT-related mitochondrial disease with regression and lactic acidosis,614947,MONDO:0013987,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,splice_region_variant; stop_gained; missense_variant; frameshift_variant,loss of function,evidence,"21907147 -> function: biochemical; functional_alteration: patient cells; rescue: patient cells & 23499752 -> function: protein expression; functional_alteration: patient cells & 24461907 -> function: protein expression, biochemical & 30911575 -> function: biochemical, protein expression; functional_alteration: patient cells",,30911575; 21907147; 24461907; 32133637; 23499752,DD,,2025-03-06 16:10:20+00:00
G2P03508,FIBP,608296,3705,FGFIBP,FIBP-related overgrowth syndrome with developmental delay (Thauvin-Robinet-Faivre syndrome),617107,,biallelic_autosomal,,moderate,absent gene product; altered gene product structure,inframe_insertion; stop_gained; frameshift_variant,loss of function,inferred,,,26660953; 27183861; 37218527; 37876348; 36919607; 38102793,DD,,2025-03-03 14:59:08+00:00
G2P03510,YWHAZ,601288,12855,14-3-3-ZETA; KCIP-1; YWHAD,YWHAZ-related developmental delay with simplified gyral pattern,,,monoallelic_autosomal,,limited,altered gene product structure,missense_variant,undetermined,inferred,,,36001342,DD,,2024-03-20 10:19:52+00:00
G2P03512,PPM1K,611065,25415,BDP; DKFZP761G058; HPTMP; PP2CKAPPA; PP2CM,PPM1K-related maple syrup urine disease,,,biallelic_autosomal,,limited,absent gene product,start_lost; frameshift_variant,loss of function,evidence,"23086801 -> function: biochemical, protein expression; rescue: patient cells",,36706222; 23086801,DD,,2025-02-27 15:55:10+00:00
G2P03513,CBFB,121360,1539,PEBP2B,CBFB-related cleidocranial dysplasia,620099,,monoallelic_autosomal,,moderate,decreased gene product level,splice_acceptor_variant; frameshift_variant_NMD_escaping; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,36241386,DD,,2025-01-14 16:41:24+00:00
G2P03514,SART3,611684,16860,KIAA0156; P110; RP11-13G14; TIP110,"SART3-related neurodevelopmental disorder with 46,XY gonadal dysgenesis (INDYGON)",,,biallelic_autosomal,,moderate,decreased gene product level; altered gene product structure,missense_variant; stop_gained_NMD_triggering,loss of function,evidence,"37296101 -> models: non-human model organism, cell culture model",,37296101,DD,,2025-03-05 15:25:57+00:00
G2P03515,ERI1,608739,23994,3'HEXO; THEX1,ERI1-related severe growth restriction and skeletal dysplasia,620663,,biallelic_autosomal,,moderate,altered gene product structure,missense_variant,loss of function,evidence,"37352860 -> function: biochemical, protein expression; functional_alteration: non patient cells; models: cell culture model",,37352860,DD; Skeletal,,2025-03-04 11:54:05+00:00
G2P03516,ERI1,608739,23994,3'HEXO; THEX1,ERI1-related brachydactyly and mild neurodevelopmental delay,620662,,biallelic_autosomal,,moderate,decreased gene product level,splice_donor_variant; stop_gained_NMD_triggering,loss of function,evidence,37352860 -> functional_alteration: non patient cells; models: non-human model organism,,28488351; 36208065; 37352860,DD; Skeletal,,2025-03-04 11:52:25+00:00
G2P03518,ZNF808,620970,33230,,ZNF808-related pancreatic agenesis,,,biallelic_autosomal,,moderate,decreased gene product level; absent gene product,frameshift_variant_NMD_escaping; stop_gained_NMD_escaping,loss of function,evidence,"37973953 -> functional_alteration: patient cells, non patient cells",,37973953; 37308312,DD,,2025-02-27 13:20:23+00:00
G2P03519,RPH3A,612159,17056,EXOPHILIN-1; KIAA0985; RABPHILIN,RPH3A-related neurodevelopmental disorder,,,monoallelic_autosomal,typically de novo,limited,altered gene product structure,missense_variant,gain of function,evidence,"37403762 -> function: biochemical, protein expression; functional_alteration: non patient cells",,37403762,DD,,2025-02-27 15:40:52+00:00
G2P03520,TMEM63B,619952,17735,C6ORF110; DJ421H19.2; DKFZP434P0531,TMEM63B-related developmental and epileptic encephalopathy with anaemia,,MONDO:0800503,monoallelic_autosomal,typically de novo,moderate,altered gene product structure,missense_variant; inframe_deletion,gain of function,evidence,"37421948 -> function: protein expression, biochemical; functional_alteration: non patient cells",HP:0011343; HP:0007359; HP:0012447; HP:0011344; HP:0001250; HP:0001272; HP:0030047; HP:0001252; HP:0002015; HP:0011097; HP:0001249; HP:0007052; HP:0033725; HP:0000639; HP:0001285; HP:0001903; HP:0100704,37421948,DD,One of the missense variants was seen in 7 unrelated individuals in PMID 37421948. ,2025-02-27 14:38:25+00:00
G2P03521,IKZF2,606234,13177,HELIOS; ZNFN1A2,IKZF2-related ICHAD syndrome,,,monoallelic_autosomal,typically de novo,limited,altered gene product structure,inframe_insertion; missense_variant,dominant negative,evidence,37316189 -> function: biochemical,,37316189,DD,,2025-03-03 14:33:13+00:00
G2P03522,TDP2,605764,17768,TTRAP,TDP2-related spinocerebellar ataxia with seizures and developmental delay,616949,MONDO:0014846,biallelic_autosomal,,moderate,decreased gene product level; absent gene product,splice_region_variant; stop_gained,loss of function,evidence,30109272 -> functional_alteration: patient cells & 32651480 -> function: protein expression; functional_alteration: patient cells,,24658003; 30109272; 31410782; 32651480; 34606976,DD,,2025-02-27 14:51:55+00:00
G2P03523,EZH1,601674,3526,KIAA0388; KMT6B,EZH1-related neurodevelopmental disorder,,,monoallelic_autosomal,,moderate,altered gene product structure,missense_variant,gain of function,evidence,37433783 -> function: biochemical; functional_alteration: non patient cells; models: cell culture model,,37433783,DD,Monoallelic missense variants (gain-of-function) and biallelic truncating variants (loss-of-function) both associated with neurodevelopmental disorder.,2025-03-06 14:46:05+00:00
G2P03524,EZH1,601674,3526,KIAA0388; KMT6B,EZH1-related neurodevelopmental disorder,,,biallelic_autosomal,,moderate,decreased gene product level; absent gene product,splice_acceptor_variant; stop_gained,loss of function,evidence,37433783 -> function: protein expression; functional_alteration: non patient cells; models: non-human model organism; rescue: cell culture model,,37433783; 38814056,DD,Monoallelic missense variants (gain-of-function) and biallelic truncating variants (loss-of-function) both associated with neurodevelopmental disorder.,2025-03-04 11:04:27+00:00
G2P03525,INTS1,611345,24555,DKFZP586J0619; INT1; KIAA1440; NET28,"INTS1-related neurodevelopmental disorder with cataracts, hypotonia and gait abnormality",618571,,biallelic_autosomal,,strong,decreased gene product level; absent gene product; altered gene product structure,missense_variant; stop_gained; frameshift_variant,loss of function,evidence,28542170 -> function: protein expression & 30622326 -> models: non-human model organism,HP:0001344; HP:0000699; HP:0100543; HP:0011398; HP:0000518; HP:0000414; HP:0000494; HP:0001288; HP:0000007; HP:0000431; HP:0000545; HP:0000455; HP:0001263; HP:0000316; HP:0000501,30622326; 31428919; 28542170,DD; Eye,,2025-03-06 15:11:14+00:00
G2P03526,TOR1A,605204,3098,DQ2; DYT1,TOR1A-related arthrogryposis multiplex congenita,618947,MONDO:0100218,biallelic_autosomal,,definitive,decreased gene product level; absent gene product; altered gene product structure,missense_variant; stop_gained; inframe_deletion; frameshift_variant,loss of function,inferred,,,28516161; 30244176; 33175450; 33832800; 36757831,DD,,2025-02-27 14:06:59+00:00
G2P03528,HMGCR,142910,5006,,HMGCR-related limb-girdle muscular dystrophy,620375,,biallelic_autosomal,,moderate,altered gene product structure,splice_region_variant; missense_variant; inframe_deletion,loss of function,evidence,36745799 -> function: biochemical; functional_alteration: non patient cells & 37167966 -> function: biochemical,,37167966; 36745799,DD,,2025-03-06 14:57:15+00:00
G2P03529,RAB34,610917,16519,NARR; RAB39; RAH,RAB34-related orofaciodigital syndrome,620718,MONDO:0958230,biallelic_autosomal,,moderate,altered gene product structure,missense_variant; stop_gained_NMD_escaping,loss of function,evidence,37384395 -> function: protein expression; rescue: cell culture model,,37384395; 37619988,DD,,2025-03-05 15:59:22+00:00
G2P03530,PEX14,601791,8856,,PEX14-related peroxisome biogenesis disorder 13A (Zellweger),,,monoallelic_autosomal,typically de novo,limited,altered gene product structure,frameshift_variant_NMD_escaping,dominant negative,evidence,"37493040 -> function: protein expression, protein interaction, biochemical; functional_alteration: patient cells",,37493040,DD,,2025-03-05 16:06:59+00:00
G2P03531,LSM11,617910,30860,FLJ38273,LSM11-related Aicardi-Goutieres syndrome,,,biallelic_autosomal,,limited,altered gene product structure,missense_variant,loss of function,evidence,"33230297 -> function: biochemical; functional_alteration: non patient cells, patient cells",,33230297,DD,,2025-03-06 12:25:18+00:00
G2P03532,CRELD1,607170,14630,AVSD2; CIRRIN,CRELD1-related neurodevelopmental disorder with hypotonia and seizures,620771,,biallelic_autosomal,,moderate,decreased gene product level; altered gene product structure,missense_variant; frameshift_variant,undetermined,inferred,,,37947183,DD,,2025-01-15 12:55:22+00:00
